"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000024845.1","GCA_000224745.1","GCA_009936255.1","GCA_009936275.1"
"Rmar_0650","","hypothetical protein","1","1","1","","","","","","479","479","479","179fc4b66b5fe7c86a05d012dd5a340c_2775","","",""
"Rmar_0651","","PBS lyase HEAT domain protein repeat-containing protein","1","1","1","","","","","","2792","2792","2792","179fc4b66b5fe7c86a05d012dd5a340c_2780","","",""
"Rmar_0652","","Nitrite reductase (NO-forming)","1","1","1","","","","","","1697","1697","1697","179fc4b66b5fe7c86a05d012dd5a340c_2785","","",""
"Rmar_0653","","TonB-dependent receptor","1","1","1","","","","","","2027","2027","2027","179fc4b66b5fe7c86a05d012dd5a340c_2790","","",""
"Rmar_0658","","anti-FecI sigma factor, FecR","1","1","1","","","","","","1139","1139","1139","179fc4b66b5fe7c86a05d012dd5a340c_2813","","",""
"Rmar_0667","","histidinol-phosphate aminotransferase","1","1","1","","","","","","1109","1109","1109","179fc4b66b5fe7c86a05d012dd5a340c_2851","","",""
"Rmar_0669","","conserved hypothetical protein","1","1","1","","","","","","1646","1646","1646","179fc4b66b5fe7c86a05d012dd5a340c_2859","","",""
"Rmar_0674","","acetyl-CoA carboxylase, biotin carboxyl carrier protein","1","1","1","","","","","","563","563","563","179fc4b66b5fe7c86a05d012dd5a340c_2879","","",""
"Rmar_0678","","Extracellular ligand-binding receptor","1","1","1","","","","","","1430","1430","1430","179fc4b66b5fe7c86a05d012dd5a340c_2896","","",""
"Rmar_0681","","hypothetical protein","1","1","1","","","","","","215","215","215","179fc4b66b5fe7c86a05d012dd5a340c_2909","","",""
"Rmar_0683","","Levanase","1","1","1","","","","","","1421","1421","1421","179fc4b66b5fe7c86a05d012dd5a340c_2917","","",""
"Rmar_0688","","RagB/SusD domain protein","1","1","1","","","","","","1502","1502","1502","179fc4b66b5fe7c86a05d012dd5a340c_2940","","",""
"Rmar_0697","","protein of unknown function DUF162","1","1","1","","","","","","611","611","611","179fc4b66b5fe7c86a05d012dd5a340c_2977","","",""
"Rmar_0700","","RNA methylase, NOL1/NOP2/sun family","1","1","1","","","","","","965","965","965","179fc4b66b5fe7c86a05d012dd5a340c_2989","","",""
"Rmar_0709","","protein of unknown function DUF448","1","1","1","","","","","","296","296","296","179fc4b66b5fe7c86a05d012dd5a340c_3028","","",""
"Rmar_0712","","Methyltransferase type 11","1","1","1","","","","","","740","740","740","179fc4b66b5fe7c86a05d012dd5a340c_3040","","",""
"Rmar_0713","","hypothetical protein","1","1","1","","","","","","572","572","572","179fc4b66b5fe7c86a05d012dd5a340c_3044","","",""
"Rmar_0717","","Dipeptidylaminopeptidase/acylaminoacyl- peptidase-like protein","1","1","1","","","","","","1088","1088","1088","179fc4b66b5fe7c86a05d012dd5a340c_3060","","",""
"Rmar_0718","","GCN5-related N-acetyltransferase","1","1","1","","","","","","449","449","449","179fc4b66b5fe7c86a05d012dd5a340c_3064","","",""
"Rmar_0720","","hypothetical protein","1","1","1","","","","","","473","473","473","179fc4b66b5fe7c86a05d012dd5a340c_3076","","",""
"Rmar_0721","","hypothetical protein","1","1","1","","","","","","2225","2225","2225","179fc4b66b5fe7c86a05d012dd5a340c_3081","","",""
"Rmar_0724","","DegT/DnrJ/EryC1/StrS aminotransferase","1","1","1","","","","","","1163","1163","1163","179fc4b66b5fe7c86a05d012dd5a340c_3093","","",""
"Rmar_0725","","hypothetical protein","1","1","1","","","","","","131","131","131","179fc4b66b5fe7c86a05d012dd5a340c_3097","","",""
"Rmar_0753","","hypothetical protein","1","1","1","","","","","","164","164","164","179fc4b66b5fe7c86a05d012dd5a340c_3215","","",""
"Rmar_0766","","flagellar biosynthesis protein FliO","1","1","1","","","","","","530","530","530","179fc4b66b5fe7c86a05d012dd5a340c_3269","","",""
"Rmar_0771","","MotA/TolQ/ExbB proton channel","1","1","1","","","","","","788","788","788","179fc4b66b5fe7c86a05d012dd5a340c_3289","","",""
"Rmar_0774","","putative chemotaxis phosphatase, CheZ","1","1","1","","","","","","1010","1010","1010","179fc4b66b5fe7c86a05d012dd5a340c_3301","","",""
"Rmar_0784","","hypothetical protein","1","1","1","","","","","","146","146","146","179fc4b66b5fe7c86a05d012dd5a340c_3341","","",""
"Rmar_0785","","hypothetical protein","1","1","1","","","","","","596","596","596","179fc4b66b5fe7c86a05d012dd5a340c_3346","","",""
"Rmar_0788","","hypothetical protein","1","1","1","","","","","","920","920","920","179fc4b66b5fe7c86a05d012dd5a340c_3358","","",""
"Rmar_0793","","hypothetical protein","1","1","1","","","","","","383","383","383","179fc4b66b5fe7c86a05d012dd5a340c_3378","","",""
"Rmar_0828","","periplasmic binding protein","1","1","1","","","","","","806","806","806","179fc4b66b5fe7c86a05d012dd5a340c_3520","","",""
"Rmar_0831","","hypothetical protein","1","1","1","","","","","","2726","2726","2726","179fc4b66b5fe7c86a05d012dd5a340c_3534","","",""
"Rmar_0834","","CDP-alcohol phosphatidyltransferase","1","1","1","","","","","","815","815","815","179fc4b66b5fe7c86a05d012dd5a340c_3546","","",""
"Rmar_0875","","hypothetical protein","1","1","1","","","","","","332","332","332","179fc4b66b5fe7c86a05d012dd5a340c_3711","","",""
"Rmar_0882","","transcriptional regulator, TetR family","1","1","1","","","","","","701","701","701","179fc4b66b5fe7c86a05d012dd5a340c_3743","","",""
"Rmar_0884","","Tetratricopeptide TPR_2 repeat protein","1","1","1","","","","","","449","449","449","179fc4b66b5fe7c86a05d012dd5a340c_3751","","",""
"Rmar_0889","","lipopolysaccharide biosynthesis protein","1","1","1","","","","","","1247","1247","1247","179fc4b66b5fe7c86a05d012dd5a340c_3765","","",""
"Rmar_0890","","polysaccharide biosynthesis protein","1","1","1","","","","","","1223","1223","1223","179fc4b66b5fe7c86a05d012dd5a340c_3769","","",""
"Rmar_0891","","sulfotransferase","1","1","1","","","","","","896","896","896","179fc4b66b5fe7c86a05d012dd5a340c_3773","","",""
"Rmar_0892","","O-antigen polymerase","1","1","1","","","","","","1286","1286","1286","179fc4b66b5fe7c86a05d012dd5a340c_3778","","",""
"Rmar_0894","","glycosyl transferase group 1","1","1","1","","","","","","1145","1145","1145","179fc4b66b5fe7c86a05d012dd5a340c_3783","","",""
"Rmar_0895","","glycosyl transferase, WecB/TagA/CpsF family","1","1","1","","","","","","818","818","818","179fc4b66b5fe7c86a05d012dd5a340c_3787","","",""
"Rmar_0896","","glycoside hydrolase family 10","1","1","1","","","","","","1304","1304","1304","179fc4b66b5fe7c86a05d012dd5a340c_3791","","",""
"Rmar_0898","","hypothetical protein","1","1","1","","","","","","1385","1385","1385","179fc4b66b5fe7c86a05d012dd5a340c_3799","","",""
"Rmar_0927","","hypothetical protein","1","1","1","","","","","","284","284","284","179fc4b66b5fe7c86a05d012dd5a340c_3924","","",""
"Rmar_0934","","protein of unknown function DUF192","1","1","1","","","","","","503","503","503","179fc4b66b5fe7c86a05d012dd5a340c_3955","","",""
"Rmar_0964","","tRNA(Ile)-lysidine synthetase","1","1","1","","","","","","1385","1385","1385","179fc4b66b5fe7c86a05d012dd5a340c_4085","","",""
"Rmar_0973","","hypothetical protein","1","1","1","","","","","","776","776","776","179fc4b66b5fe7c86a05d012dd5a340c_4122","","",""
"Rmar_0975","","hypothetical protein","1","1","1","","","","","","155","155","155","179fc4b66b5fe7c86a05d012dd5a340c_4131","","",""
"RmaAA213_10010","","hypothetical protein","1","1","1","1","2195","1","2005","","191","191","191","","","RmaAA213_10010.p01",""
"Rmar_0986","","hypothetical protein","1","1","1","","","","","","707","707","707","179fc4b66b5fe7c86a05d012dd5a340c_4178","","",""
"Rmar_0988","","histidine kinase","1","1","1","","","","","","1460","1460","1460","179fc4b66b5fe7c86a05d012dd5a340c_4187","","",""
"Rmar_0995","","hypothetical protein","1","1","1","","","","","","1058","1058","1058","179fc4b66b5fe7c86a05d012dd5a340c_4218","","",""
"Rmar_1001","","conserved hypothetical protein","1","1","1","","","","","","485","485","485","179fc4b66b5fe7c86a05d012dd5a340c_4243","","",""
"Rmar_1002","","4-alpha-glucanotransferase","1","1","1","","","","","","1544","1544","1544","179fc4b66b5fe7c86a05d012dd5a340c_4247","","",""
"Rmar_1003","","hypothetical protein","1","1","1","","","","","","458","458","458","179fc4b66b5fe7c86a05d012dd5a340c_4252","","",""
"Rmar_1004","","von Willebrand factor type D protein","1","1","1","","","","","","8996","8996","8996","179fc4b66b5fe7c86a05d012dd5a340c_4256","","",""
"Rmar_1005","","two component transcriptional regulator, LuxR family","1","1","1","","","","","","635","635","635","179fc4b66b5fe7c86a05d012dd5a340c_4260","","",""
"Rmar_1006","","histidine kinase","1","1","1","","","","","","2903","2903","2903","179fc4b66b5fe7c86a05d012dd5a340c_4264","","",""
"Rmar_1007","","UspA domain protein","1","1","1","","","","","","962","962","962","179fc4b66b5fe7c86a05d012dd5a340c_4268","","",""
"Rmar_1008","","TonB family protein","1","1","1","","","","","","776","776","776","179fc4b66b5fe7c86a05d012dd5a340c_4272","","",""
"Rmar_1009","","UspA domain protein","1","1","1","","","","","","914","914","914","179fc4b66b5fe7c86a05d012dd5a340c_4276","","",""
"Rmar_1012","","multi-sensor signal transduction histidine kinase","1","1","1","","","","","","3089","3089","3089","179fc4b66b5fe7c86a05d012dd5a340c_4288","","",""
"Rmar_1013","","integrase domain protein SAM domain protein","1","1","1","","","","","","1214","1214","1214","179fc4b66b5fe7c86a05d012dd5a340c_4292","","",""
"Rmar_1014","","DNA binding domain protein, excisionase family","1","1","1","","","","","","194","194","194","179fc4b66b5fe7c86a05d012dd5a340c_4296","","",""
"Rmar_1015","","conserved hypothetical protein","1","1","1","","","","","","2105","2105","2105","179fc4b66b5fe7c86a05d012dd5a340c_4300","","",""
"Rmar_1016","","hypothetical protein","1","1","1","","","","","","554","554","554","179fc4b66b5fe7c86a05d012dd5a340c_4304","","",""
"Rmar_1017","","hypothetical protein","1","1","1","","","","","","347","347","347","179fc4b66b5fe7c86a05d012dd5a340c_4308","","",""
"Rmar_1018","","hypothetical protein","1","1","1","","","","","","461","461","461","179fc4b66b5fe7c86a05d012dd5a340c_4312","","",""
"Rmar_1019","","conserved hypothetical protein","1","1","1","","","","","","272","272","272","179fc4b66b5fe7c86a05d012dd5a340c_4316","","",""
"Rmar_1020","","hypothetical protein","1","1","1","","","","","","413","413","413","179fc4b66b5fe7c86a05d012dd5a340c_4320","","",""
"Rmar_1021","","hypothetical protein","1","1","1","","","","","","446","446","446","179fc4b66b5fe7c86a05d012dd5a340c_4324","","",""
"Rmar_1022","","phage major capsid protein, HK97 family","1","1","1","","","","","","1235","1235","1235","179fc4b66b5fe7c86a05d012dd5a340c_4328","","",""
"Rmar_1053","","hypothetical protein","1","1","1","","","","","","257","257","257","179fc4b66b5fe7c86a05d012dd5a340c_4452","","",""
"Rmar_1054","","ABC transporter related protein","1","1","1","","","","","","581","581","581","179fc4b66b5fe7c86a05d012dd5a340c_4456","","",""
"Rmar_1069","","glycoside hydrolase family 10","1","1","1","","","","","","2993","2993","2993","179fc4b66b5fe7c86a05d012dd5a340c_4522","","",""
"Rmar_1070","","TonB-dependent receptor","1","1","1","","","","","","2975","2975","2975","179fc4b66b5fe7c86a05d012dd5a340c_4527","","",""
"Rmar_1071","","hypothetical protein","1","1","1","","","","","","2006","2006","2006","179fc4b66b5fe7c86a05d012dd5a340c_4532","","",""
"Rmar_1118","","NLP/P60 protein","1","1","1","","","","","","569","569","569","179fc4b66b5fe7c86a05d012dd5a340c_4743","","",""
"Rmar_1119","","hypothetical protein","1","1","1","","","","","","245","245","245","179fc4b66b5fe7c86a05d012dd5a340c_4747","","",""
"Rmar_1127","","hypothetical protein","1","1","1","","","","","","506","506","506","179fc4b66b5fe7c86a05d012dd5a340c_4781","","",""
"Rmar_1128","","ABC transporter related protein","1","1","1","","","","","","1841","1841","1841","179fc4b66b5fe7c86a05d012dd5a340c_4785","","",""
"Rmar_1129","","sulfotransferase","1","1","1","","","","","","884","884","884","179fc4b66b5fe7c86a05d012dd5a340c_4789","","",""
"Rmar_1130","","hypothetical protein","1","1","1","","","","","","941","941","941","179fc4b66b5fe7c86a05d012dd5a340c_4793","","",""
"Rmar_1131","","glycosyl transferase group 1","1","1","1","","","","","","1235","1235","1235","179fc4b66b5fe7c86a05d012dd5a340c_4797","","",""
"Rmar_1134","","hypothetical protein","1","1","1","","","","","","1172","1172","1172","179fc4b66b5fe7c86a05d012dd5a340c_4809","","",""
"Rmar_1138","","hypothetical protein","1","1","1","","","","","","968","968","968","179fc4b66b5fe7c86a05d012dd5a340c_4825","","",""
"Rmar_1139","","conserved hypothetical protein","1","1","1","","","","","","1154","1154","1154","179fc4b66b5fe7c86a05d012dd5a340c_4829","","",""
"Rmar_1141","","conserved hypothetical protein","1","1","1","","","","","","614","614","614","179fc4b66b5fe7c86a05d012dd5a340c_4837","","",""
"Rmar_1143","","hypothetical protein","1","1","1","","","","","","1106","1106","1106","179fc4b66b5fe7c86a05d012dd5a340c_4846","","",""
"Rmar_1148","","glycosyl transferase group 1","1","1","1","","","","","","1133","1133","1133","179fc4b66b5fe7c86a05d012dd5a340c_4863","","",""
"Rmar_1150","","hypothetical protein","1","1","1","","","","","","3488","3488","3488","179fc4b66b5fe7c86a05d012dd5a340c_4872","","",""
"Rmar_1151","","hypothetical protein","1","1","1","","","","","","2690","2690","2690","179fc4b66b5fe7c86a05d012dd5a340c_4877","","",""
"Rmar_1158","","hypothetical protein","1","1","1","","","","","","1577","1577","1577","179fc4b66b5fe7c86a05d012dd5a340c_4907","","",""
"Rmar_1164","","hypothetical protein","1","1","1","","","","","","1397","1397","1397","179fc4b66b5fe7c86a05d012dd5a340c_4934","","",""
"Rmar_1165","","poly(beta-D-mannuronate) lyase","1","1","1","","","","","","1745","1745","1745","179fc4b66b5fe7c86a05d012dd5a340c_4939","","",""
"Rmar_1166","","Heparinase II/III family protein","1","1","1","","","","","","2225","2225","2225","179fc4b66b5fe7c86a05d012dd5a340c_4944","","",""
"Rmar_1174","","hypothetical protein","1","1","1","","","","","","1976","1976","1976","179fc4b66b5fe7c86a05d012dd5a340c_4980","","",""
"Rmar_1180","","metalloenzyme domain protein","1","1","1","","","","","","938","938","938","179fc4b66b5fe7c86a05d012dd5a340c_5011","","",""
"Rmar_1205","","protein of unknown function DUF833","1","1","1","","","","","","770","770","770","179fc4b66b5fe7c86a05d012dd5a340c_5117","","",""
"Rmar_1206","","OsmC family protein","1","1","1","","","","","","1241","1241","1241","179fc4b66b5fe7c86a05d012dd5a340c_5121","","",""
"Rmar_1210","","protein of unknown function DUF820","1","1","1","","","","","","569","569","569","179fc4b66b5fe7c86a05d012dd5a340c_5139","","",""
"Rmar_1211","","protein of unknown function DUF820","1","1","1","","","","","","563","563","563","179fc4b66b5fe7c86a05d012dd5a340c_5143","","",""
"Rmar_1212","","protein of unknown function DUF72","1","1","1","","","","","","731","731","731","179fc4b66b5fe7c86a05d012dd5a340c_5147","","",""
"Rmar_1223","","hypothetical protein","1","1","1","","","","","","611","611","611","179fc4b66b5fe7c86a05d012dd5a340c_5194","","",""
"Rmar_1224","","hypothetical protein","1","1","1","","","","","","599","599","599","179fc4b66b5fe7c86a05d012dd5a340c_5199","","",""
"Rmar_1230","","hypothetical protein","1","1","1","","","","","","452","452","452","179fc4b66b5fe7c86a05d012dd5a340c_5225","","",""
"Rmar_1232","","Transposase-like protein","1","1","1","","","","","","839","839","839","179fc4b66b5fe7c86a05d012dd5a340c_5236","","",""
"Rmar_1332","","Transposase-like protein","1","1","1","","","","","","839","839","839","179fc4b66b5fe7c86a05d012dd5a340c_5660","","",""
"Rmar_2140","","Transposase-like protein","1","1","1","","","","","","839","839","839","179fc4b66b5fe7c86a05d012dd5a340c_9079","","",""
"Rmar_1233","","hypothetical protein","1","1","1","","","","","","575","575","575","179fc4b66b5fe7c86a05d012dd5a340c_5240","","",""
"Rmar_1240","","hypothetical protein","1","1","1","","","","","","557","557","557","179fc4b66b5fe7c86a05d012dd5a340c_5269","","",""
"Rmar_1280","","CHRD domain containing protein","1","1","1","","","","","","1439","1439","1439","179fc4b66b5fe7c86a05d012dd5a340c_5448","","",""
"Rmar_1283","","hypothetical protein","1","1","1","","","","","","1004","1004","1004","179fc4b66b5fe7c86a05d012dd5a340c_5461","","",""
"Rmar_1327","","conserved hypothetical protein","1","1","1","","","","","","488","488","488","179fc4b66b5fe7c86a05d012dd5a340c_5642","","",""
"Rmar_1328","","conserved hypothetical protein","1","1","1","","","","","","833","833","833","179fc4b66b5fe7c86a05d012dd5a340c_5646","","",""
"Rmar_1330","","protein of unknown function DUF323","1","1","1","","","","","","1427","1427","1427","179fc4b66b5fe7c86a05d012dd5a340c_5655","","",""
"Rmar_1339","","CMP/dCMP deaminase zinc-binding protein","1","1","1","","","","","","788","788","788","179fc4b66b5fe7c86a05d012dd5a340c_5688","","",""
"Rmar_1340","","hypothetical protein","1","1","1","","","","","","2138","2138","2138","179fc4b66b5fe7c86a05d012dd5a340c_5693","","",""
"Rmar_1341","","hypothetical protein","1","1","1","","","","","","2903","2903","2903","179fc4b66b5fe7c86a05d012dd5a340c_5698","","",""
"Rmar_1356","","exodeoxyribonuclease VII, large subunit","1","1","1","","","","","","1220","1220","1220","179fc4b66b5fe7c86a05d012dd5a340c_5758","","",""
"Rmar_1357","","beta-lactamase","1","1","1","","","","","","1136","1136","1136","179fc4b66b5fe7c86a05d012dd5a340c_5763","","",""
"Rmar_1358","","N-acyl-D-amino-acid deacylase","1","1","1","","","","","","1604","1604","1604","179fc4b66b5fe7c86a05d012dd5a340c_5768","","",""
"Rmar_1359","","hypothetical protein","1","1","1","","","","","","194","194","194","179fc4b66b5fe7c86a05d012dd5a340c_5773","","",""
"Rmar_1360","","protein of unknown function DUF71 ATP-binding region","1","1","1","","","","","","686","686","686","179fc4b66b5fe7c86a05d012dd5a340c_5777","","",""
"Rmar_1368","","hypothetical protein","1","1","1","","","","","","1754","1754","1754","179fc4b66b5fe7c86a05d012dd5a340c_5810","","",""
"Rmar_1371","","putative RNA methylase","1","1","1","","","","","","1226","1226","1226","179fc4b66b5fe7c86a05d012dd5a340c_5823","","",""
"Rmar_1376","","copper resistance B precursor","1","1","1","","","","","","743","743","743","179fc4b66b5fe7c86a05d012dd5a340c_5846","","",""
"Rmar_1386","","hypothetical protein","1","1","1","","","","","","2900","2900","2900","179fc4b66b5fe7c86a05d012dd5a340c_5890","","",""
"Rmar_1389","","Mercuric transport protein MerT","1","1","1","","","","","","629","629","629","179fc4b66b5fe7c86a05d012dd5a340c_5903","","",""
"Rmar_1410","","reverse transcriptase","1","1","1","","","","","","1517","1517","1517","179fc4b66b5fe7c86a05d012dd5a340c_5989","","",""
"Rmar_1428","","Tetratricopeptide TPR_2 repeat protein","1","1","1","","","","","","3416","3416","3416","179fc4b66b5fe7c86a05d012dd5a340c_6063","","",""
"Rmar_1429","","two component regulator propeller domain protein","1","1","1","","","","","","2087","2087","2087","179fc4b66b5fe7c86a05d012dd5a340c_6068","","",""
"Rmar_1430","","hypothetical protein","1","1","1","","","","","","302","302","302","179fc4b66b5fe7c86a05d012dd5a340c_6072","","",""
"Rmar_1458","","hypothetical protein","1","1","1","","","","","","98","98","98","179fc4b66b5fe7c86a05d012dd5a340c_6192","","",""
"Rmar_1460","","hypothetical protein","1","1","1","","","","","","3812","3812","3812","179fc4b66b5fe7c86a05d012dd5a340c_6201","","",""
"Rmar_1465","","alpha/beta hydrolase fold protein","1","1","1","","","","","","869","869","869","179fc4b66b5fe7c86a05d012dd5a340c_6223","","",""
"Rmar_1500","","hypothetical protein","1","1","1","","","","","","944","944","944","179fc4b66b5fe7c86a05d012dd5a340c_6371","","",""
"Rmar_1507","","apolipoprotein N-acyltransferase","1","1","1","","","","","","1505","1505","1505","179fc4b66b5fe7c86a05d012dd5a340c_6402","","",""
"Rmar_1524","","hypothetical protein","1","1","1","","","","","","434","434","434","179fc4b66b5fe7c86a05d012dd5a340c_6472","","",""
"Rmar_1534","","hypothetical protein","1","1","1","","","","","","482","482","482","179fc4b66b5fe7c86a05d012dd5a340c_6516","","",""
"Rmar_1546","","phenylacetate-CoA oxygenase, PaaJ subunit","1","1","1","","","","","","500","500","500","179fc4b66b5fe7c86a05d012dd5a340c_6565","","",""
"Rmar_1547","","hypothetical protein","1","1","1","","","","","","392","392","392","179fc4b66b5fe7c86a05d012dd5a340c_6569","","",""
"Rmar_1551","","phenylacetate degradation, enoyl-CoA hydratase paaB","1","1","1","","","","","","791","791","791","179fc4b66b5fe7c86a05d012dd5a340c_6585","","",""
"Rmar_1552","","3-hydroxybutyryl-CoA dehydrogenase","1","1","1","","","","","","1196","1196","1196","179fc4b66b5fe7c86a05d012dd5a340c_6589","","",""
"Rmar_1553","","thioesterase superfamily protein","1","1","1","","","","","","440","440","440","179fc4b66b5fe7c86a05d012dd5a340c_6593","","",""
"Rmar_1559","","hypothetical protein","1","1","1","","","","","","1436","1436","1436","179fc4b66b5fe7c86a05d012dd5a340c_6617","","",""
"Rmar_1601","","Squalene/phytoene synthase","1","1","1","","","","","","1727","1727","1727","179fc4b66b5fe7c86a05d012dd5a340c_6789","","",""
"Rmar_1605","","amine oxidase","1","1","1","","","","","","1280","1280","1280","179fc4b66b5fe7c86a05d012dd5a340c_6805","","",""
"Rmar_1608","","lycopene cyclase domain protein","1","1","1","","","","","","722","722","722","179fc4b66b5fe7c86a05d012dd5a340c_6817","","",""
"Rmar_1609","","protein of unknown function DUF523","1","1","1","","","","","","959","959","959","179fc4b66b5fe7c86a05d012dd5a340c_6821","","",""
"Rmar_1632","","CRISPR-associated protein, TIGR02710 family","1","1","1","","","","","","1265","1265","1265","179fc4b66b5fe7c86a05d012dd5a340c_6919","","",""
"Rmar_1633","","CRISPR-associated RAMP protein, Csm5 family","1","1","1","","","","","","1457","1457","1457","179fc4b66b5fe7c86a05d012dd5a340c_6923","","",""
"Rmar_1634","","CRISPR-associated RAMP protein, Csm4 family","1","1","1","","","","","","992","992","992","179fc4b66b5fe7c86a05d012dd5a340c_6927","","",""
"Rmar_1635","","CRISPR-associated RAMP protein, Csm3 family","1","1","1","","","","","","794","794","794","179fc4b66b5fe7c86a05d012dd5a340c_6931","","",""
"Rmar_1636","","CRISPR-associated protein, Csm2 family","1","1","1","","","","","","386","386","386","179fc4b66b5fe7c86a05d012dd5a340c_6935","","",""
"Rmar_1637","","CRISPR-associated protein, Csm1 family","1","1","1","","","","","","2402","2402","2402","179fc4b66b5fe7c86a05d012dd5a340c_6939","","",""
"Rmar_1639","","CRISPR-associated helicase Cas3","1","1","1","","","","","","2375","2375","2375","179fc4b66b5fe7c86a05d012dd5a340c_6947","","",""
"Rmar_1640","","CRISPR-associated protein Cas5","1","1","1","","","","","","710","710","710","179fc4b66b5fe7c86a05d012dd5a340c_6951","","",""
"Rmar_1641","","CRISPR-associated autoregulator, DevR family","1","1","1","","","","","","1067","1067","1067","179fc4b66b5fe7c86a05d012dd5a340c_6955","","",""
"Rmar_1642","","hypothetical protein","1","1","1","","","","","","1475","1475","1475","179fc4b66b5fe7c86a05d012dd5a340c_6959","","",""
"Rmar_1647","","Na /H  antiporter NhaC","1","1","1","","","","","","1889","1889","1889","179fc4b66b5fe7c86a05d012dd5a340c_6980","","",""
"Rmar_1699","","hypothetical protein","1","1","1","","","","","","545","545","545","179fc4b66b5fe7c86a05d012dd5a340c_7194","","",""
"Rmar_1709","","transcriptional regulator, TetR family","1","1","1","","","","","","623","623","623","179fc4b66b5fe7c86a05d012dd5a340c_7236","","",""
"Rmar_1728","","hypothetical protein","1","1","1","","","","","","767","767","767","179fc4b66b5fe7c86a05d012dd5a340c_7310","","",""
"Rmar_1729","","Pyrrolo-quinoline quinone","1","1","1","","","","","","1118","1118","1118","179fc4b66b5fe7c86a05d012dd5a340c_7315","","",""
"Rmar_1743","","Xylose isomerase domain protein TIM barrel","1","1","1","","","","","","929","929","929","179fc4b66b5fe7c86a05d012dd5a340c_7378","","",""
"Rmar_1747","","ASPIC/UnbV domain protein","1","1","1","","","","","","1724","1724","1724","179fc4b66b5fe7c86a05d012dd5a340c_7395","","",""
"Rmar_1752","","Tetratricopeptide TPR_2 repeat protein","1","1","1","","","","","","1229","1229","1229","179fc4b66b5fe7c86a05d012dd5a340c_7419","","",""
"Rmar_1755","","Tetratricopeptide TPR_2 repeat protein","1","1","1","","","","","","1280","1280","1280","179fc4b66b5fe7c86a05d012dd5a340c_7434","","",""
"Rmar_1756","","hypothetical protein","1","1","1","","","","","","1034","1034","1034","179fc4b66b5fe7c86a05d012dd5a340c_7439","","",""
"Rmar_1757","","Fibronectin type III domain protein","1","1","1","","","","","","2009","2009","2009","179fc4b66b5fe7c86a05d012dd5a340c_7443","","",""
"Rmar_1758","","TonB-dependent receptor","1","1","1","","","","","","3269","3269","3269","179fc4b66b5fe7c86a05d012dd5a340c_7447","","",""
"Rmar_1759","","ASPIC/UnbV domain protein","1","1","1","","","","","","3296","3296","3296","179fc4b66b5fe7c86a05d012dd5a340c_7451","","",""
"Rmar_1776","","transcriptional regulator, TetR family","1","1","1","","","","","","656","656","656","179fc4b66b5fe7c86a05d012dd5a340c_7525","","",""
"Rmar_1791","","histidine kinase A domain protein","1","1","1","","","","","","608","608","608","179fc4b66b5fe7c86a05d012dd5a340c_7588","","",""
"Rmar_1833","","FMN-binding domain protein","1","1","1","","","","","","578","578","578","179fc4b66b5fe7c86a05d012dd5a340c_7763","","",""
"Rmar_1843","","hypothetical protein","1","1","1","","","","","","593","593","593","179fc4b66b5fe7c86a05d012dd5a340c_7809","","",""
"Rmar_1845","","hypothetical protein","1","1","1","","","","","","155","155","155","179fc4b66b5fe7c86a05d012dd5a340c_7820","","",""
"Rmar_1852","","histidine kinase","1","1","1","","","","","","3224","3224","3224","179fc4b66b5fe7c86a05d012dd5a340c_7851","","",""
"Rmar_1853","","hypothetical protein","1","1","1","","","","","","227","227","227","179fc4b66b5fe7c86a05d012dd5a340c_7856","","",""
"Rmar_1854","","glycosyl transferase group 1","1","1","1","","","","","","1133","1133","1133","179fc4b66b5fe7c86a05d012dd5a340c_7860","","",""
"Rmar_1862","","hypothetical protein","1","1","1","","","","","","2489","2489","2489","179fc4b66b5fe7c86a05d012dd5a340c_7895","","",""
"Rmar_1869","","hypothetical protein","1","1","1","","","","","","296","296","296","179fc4b66b5fe7c86a05d012dd5a340c_7927","","",""
"Rmar_1880","","hypothetical protein","1","1","1","","","","","","929","929","929","179fc4b66b5fe7c86a05d012dd5a340c_7972","","",""
"Rmar_1899","","hypothetical protein","1","1","1","","","","","","647","647","647","179fc4b66b5fe7c86a05d012dd5a340c_8050","","",""
"Rmar_1900","","hypothetical protein","1","1","1","","","","","","440","440","440","179fc4b66b5fe7c86a05d012dd5a340c_8054","","",""
"Rmar_1901","","hypothetical protein","1","1","1","","","","","","1013","1013","1013","179fc4b66b5fe7c86a05d012dd5a340c_8058","","",""
"Rmar_1902","","hypothetical protein","1","1","1","","","","","","389","389","389","179fc4b66b5fe7c86a05d012dd5a340c_8062","","",""
"Rmar_1903","","Scaffold protein Nfu/NifU","1","1","1","","","","","","308","308","308","179fc4b66b5fe7c86a05d012dd5a340c_8066","","",""
"Rmar_1904","","hypothetical protein","1","1","1","","","","","","1028","1028","1028","179fc4b66b5fe7c86a05d012dd5a340c_8070","","",""
"Rmar_1912","","hypothetical protein","1","1","1","","","","","","1247","1247","1247","179fc4b66b5fe7c86a05d012dd5a340c_8105","","",""
"Rmar_1913","","hypothetical protein","1","1","1","","","","","","2162","2162","2162","179fc4b66b5fe7c86a05d012dd5a340c_8109","","",""
