"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"Thert_00697","","flagellar assembly protein","1","1","1","","","","","","452","452","452","","","","","Thert_00697.p01"
"Thert_00698","","hypothetical protein","1","1","1","","","","","","557","557","557","","","","","Thert_00698.p01"
"Thert_00699","","flagellar hook-associated protein 3","1","1","1","","","","","","890","890","890","","","","","Thert_00699.p01"
"Thert_00729","","nucleotidyltransferase","1","1","1","","","","","","425","425","425","","","","","Thert_00729.p01"
"Thert_00731","","hypothetical protein","1","1","1","","","","","","185","185","185","","","","","Thert_00731.p01"
"Thert_00745","","hypothetical protein","1","1","1","","","","","","122","122","122","","","","","Thert_00745.p01"
"Thert_00760","","chaperone protein","1","1","1","","","","","","131","131","131","","","","","Thert_00760.p01"
"Thert_00786","","Cobyrinate a,c-diamide synthase","1","1","1","","","","","","1370","1370","1370","","","","","Thert_00786.p01"
"Thert_00788","","ABC-type cobalamin/Fe3 -siderophore transport system, ATPase component","1","1","1","","","","","","800","800","800","","","","","Thert_00788.p01"
"Thert_00792","","membrane protein","1","1","1","","","","","","662","662","662","","","","","Thert_00792.p01"
"Thert_00794","","RING-H2 finger protein ATL16-like","1","1","1","","","","","","128","128","128","","","","","Thert_00794.p01"
"Thert_00798","","LuxR family transcriptional regulator","1","1","1","","","","","","800","800","800","","","","","Thert_00798.p01"
"Thert_00800","","membrane protein","1","1","1","","","","","","131","131","131","","","","","Thert_00800.p01"
"Thert_00801","","uncharacterized protein","1","1","1","","","","","","263","263","263","","","","","Thert_00801.p01"
"Thert_00803","","transposase","1","1","1","","","","","","191","191","191","","","","","Thert_00803.p01"
"Thert_00808","","TonB-dependent receptor","1","1","1","","","","","","440","440","440","","","","","Thert_00808.p01"
"Thert_00809","","transcriptional activator of acetoin/glycerol metabolism","1","1","1","","","","","","749","749","749","","","","","Thert_00809.p01"
"Thert_00831","","uncharacterized protein","1","1","1","","","","","","584","584","584","","","","","Thert_00831.p01"
"Thert_00833","","6-phospho 3-hexuloisomerase","1","1","1","","","","","","539","539","539","","","","","Thert_00833.p01"
"Thert_00834","","3-hexulose-6-phosphate synthase","1","1","1","","","","","","614","614","614","","","","","Thert_00834.p01"
"Thert_00835","","2-dehydro-3-deoxygluconokinase","1","1","1","","","","","","971","971","971","","","","","Thert_00835.p01"
"Thert_00837","","uncharacterized protein","1","1","1","","","","","","680","680","680","","","","","Thert_00837.p01"
"Thert_00838","","hydantoinase oxoprolinase","1","1","1","","","","","","2129","2129","2129","","","","","Thert_00838.p01"
"Thert_00839","","gluconate:proton symporter","1","1","1","","","","","","1283","1283","1283","","","","","Thert_00839.p01"
"Thert_00840","","sugar phosphate isomerase","1","1","1","","","","","","752","752","752","","","","","Thert_00840.p01"
"Thert_00841","","KDG operon repressor","1","1","1","","","","","","1028","1028","1028","","","","","Thert_00841.p01"
"Thert_00842","","Olfactory receptor 51A4","1","1","1","","","","","","236","236","236","","","","","Thert_00842.p01"
"Thert_00843","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","Thert_00843.p01"
"Thert_00847","","TIM-barrel protein, nifR3 family","1","1","1","","","","","","971","971","971","","","","","Thert_00847.p01"
"Thert_00850","","5'-nucleotidase/2',3'-cyclic phosphodiesterase-like hydrolase","1","1","1","","","","","","293","293","293","","","","","Thert_00850.p01"
"Thert_00851","","hypothetical protein","1","1","1","","","","","","113","113","113","","","","","Thert_00851.p01"
"Thert_00852","","anhydro-N-acetylmuramic acid kinase","1","1","1","","","","","","1190","1190","1190","","","","","Thert_00852.p01"
"Thert_00853","","N-acetylglucosamine kinase","1","1","1","","","","","","926","926","926","","","","","Thert_00853.p01"
"gluB","","beta-glucosidase","1","1","1","","","","","","1589","1589","1589","","","","","Thert_00855.p01"
"Thert_00856","","uncharacterized conserved protein UCP016719","1","1","1","","","","","","173","173","173","","","","","Thert_00856.p01"
"Thert_00857","","uncharacterized conserved protein UCP016719","1","1","1","","","","","","149","149","149","","","","","Thert_00857.p01"
"Thert_00858","","uncharacterized conserved protein UCP016719","1","1","1","","","","","","368","368","368","","","","","Thert_00858.p01"
"Thert_00859","","uncharacterized conserved protein UCP016719","1","1","1","","","","","","155","155","155","","","","","Thert_00859.p01"
"Thert_00860","","serine hydrolase","1","1","1","","","","","","1061","1061","1061","","","","","Thert_00860.p01"
"Thert_00861","","N-acetylmuramic acid-6-phosphate etherase","1","1","1","","","","","","908","908","908","","","","","Thert_00861.p01"
"Thert_00862","","RpiR family transcriptional regulator","1","1","1","","","","","","152","152","152","","","","","Thert_00862.p01"
"Thert_00864","","RpiR family transcriptional regulator","1","1","1","","","","","","158","158","158","","","","","Thert_00864.p01"
"Thert_00865","","RpiR family transcriptional regulator","1","1","1","","","","","","122","122","122","","","","","Thert_00865.p01"
"Thert_00866","","RpiR family transcriptional regulator","1","1","1","","","","","","323","323","323","","","","","Thert_00866.p01"
"Thert_00867","","cell surface protein","1","1","1","","","","","","1082","1082","1082","","","","","Thert_00867.p01"
"celB","","cellulase/putative carbohydrate-binding protein","1","1","1","","","","","","1898","1898","1898","","","","","Thert_00869.p01"
"Thert_00870","","LmbE family protein","1","1","1","","","","","","686","686","686","","","","","Thert_00870.p01"
"Thert_00871","","acetyltransferase","1","1","1","","","","","","968","968","968","","","","","Thert_00871.p01"
"Thert_00872","","PTS lactose transporter subunit IIC","1","1","1","","","","","","1271","1271","1271","","","","","Thert_00872.p01"
"Thert_00873","","phosphotransferase system PTS lactose cellobiose-specific IIA subunit","1","1","1","","","","","","317","317","317","","","","","Thert_00873.p01"
"Thert_00874","","cytochrome c biogenesis protein","1","1","1","","","","","","305","305","305","","","","","Thert_00874.p01"
"Thert_00890","","BlaR1 peptidase M56 family protein","1","1","1","","","","","","125","125","125","","","","","Thert_00890.p01"
"Thert_00897","","hypothetical protein","1","1","1","","","","","","179","179","179","","","","","Thert_00897.p01"
"Thert_00951","","SNARE associated Golgi protein","1","1","1","","","","","","200","200","200","","","","","Thert_00951.p01"
"Thert_00957","","membrane protein","1","1","1","","","","","","992","992","992","","","","","Thert_00957.p01"
"Thert_00961","","esterase lipase","1","1","1","","","","","","740","740","740","","","","","Thert_00961.p01"
"Thert_00962","","acetyl esterase","1","1","1","","","","","","152","152","152","","","","","Thert_00962.p01"
"Thert_00963","","glycyl-tRNA synthetase subunit beta","1","1","1","","","","","","128","128","128","","","","","Thert_00963.p01"
"Thert_00964","","beta-lactamase domain protein","1","1","1","","","","","","839","839","839","","","","","Thert_00964.p01"
"Thert_00966","","glycosyl hydrolase family 3","1","1","1","","","","","","1529","1529","1529","","","","","Thert_00966.p01"
"rhaA","","alpha-L-rhamnosidase","1","1","1","","","","","","1469","1469","1469","","","","","Thert_00967.p01"
"Thert_00968","","sugar ABC transporter permease","1","1","1","","","","","","488","488","488","","","","","Thert_00968.p01"
"Thert_00969","","ABC transporter permease","1","1","1","","","","","","305","305","305","","","","","Thert_00969.p01"
"Thert_00970","","sugar ABC transporter permease","1","1","1","","","","","","872","872","872","","","","","Thert_00970.p01"
"Thert_00971","","hypothetical protein","1","1","1","","","","","","116","116","116","","","","","Thert_00971.p01"
"Thert_02729","","hypothetical protein","1","1","1","","","","","","116","116","116","","","","","Thert_02729.p01"
"Thert_00976","","ABC solute-binding protein","1","1","1","","","","","","569","569","569","","","","","Thert_00976.p01"
"Thert_00977","","ABC solute-binding protein","1","1","1","","","","","","806","806","806","","","","","Thert_00977.p01"
"Thert_00978","","glycerol kinase","1","1","1","","","","","","1490","1490","1490","","","","","Thert_00978.p01"
"Thert_00979","","transketolase","1","1","1","","","","","","932","932","932","","","","","Thert_00979.p01"
"Thert_00980","","transketolase","1","1","1","","","","","","851","851","851","","","","","Thert_00980.p01"
"Thert_00982","","fucose isomerase","1","1","1","","","","","","1427","1427","1427","","","","","Thert_00982.p01"
"Thert_00984","","LacI family transcriptional regulator","1","1","1","","","","","","1019","1019","1019","","","","","Thert_00984.p01"
"Thert_00987","","integral membrane","1","1","1","","","","","","755","755","755","","","","","Thert_00987.p01"
"Thert_00988","","anaerobic sulfatase maturase","1","1","1","","","","","","1115","1115","1115","","","","","Thert_00988.p01"
"Thert_00991","","sulfatase","1","1","1","","","","","","1478","1478","1478","","","","","Thert_00991.p01"
"Thert_00992","","sulfatase family protein","1","1","1","","","","","","239","239","239","","","","","Thert_00992.p01"
"Thert_00995","","uncharacterized protein","1","1","1","","","","","","1166","1166","1166","","","","","Thert_00995.p01"
"Thert_00996","","PTS lactose transporter subunit IIC","1","1","1","","","","","","1328","1328","1328","","","","","Thert_00996.p01"
"Thert_00997","","PTS cellobiose transporter subunit IIB","1","1","1","","","","","","299","299","299","","","","","Thert_00997.p01"
"Thert_01006","","RNA-metabolising metallo-beta-lactamase","1","1","1","","","","","","2462","2462","2462","","","","","Thert_01006.p01"
"Thert_01007","","5-carboxymethyl-2-hydroxymuconate delta-isomerase","1","1","1","","","","","","728","728","728","","","","","Thert_01007.p01"
"Thert_01009","","plasmid stabilization protein","1","1","1","","","","","","275","275","275","","","","","Thert_01009.p01"
"Thert_01022","","TetR family transcriptional regulator","1","1","1","","","","","","629","629","629","","","","","Thert_01022.p01"
"Thert_01023","","ABC transporter","1","1","1","","","","","","800","800","800","","","","","Thert_01023.p01"
"Thert_01024","","ABC transporter permease","1","1","1","","","","","","797","797","797","","","","","Thert_01024.p01"
"Thert_01025","","ABC transporter","1","1","1","","","","","","881","881","881","","","","","Thert_01025.p01"
"Thert_01038","","hypothetical protein","1","1","1","","","","","","1106","1106","1106","","","","","Thert_01038.p01"
"Thert_01039","","pyrimidine binding domain protein","1","1","1","","","","","","935","935","935","","","","","Thert_01039.p01"
"Thert_01040","","transketolase","1","1","1","","","","","","836","836","836","","","","","Thert_01040.p01"
"Thert_01041","","PTS beta-glucoside transporter subunit IIBC","1","1","1","","","","","","1373","1373","1373","","","","","Thert_01041.p01"
"Thert_01042","","PTS system transporter lactose/cellobiose-specific IIB subunit","1","1","1","","","","","","287","287","287","","","","","Thert_01042.p01"
"Thert_01044","","PTS mannitol transporter subunit IIBC","1","1","1","","","","","","2087","2087","2087","","","","","Thert_01044.p01"
"Thert_01047","","KDG operon repressor","1","1","1","","","","","","1025","1025","1025","","","","","Thert_01047.p01"
"Thert_01048","","metallo-beta-lactamase","1","1","1","","","","","","1616","1616","1616","","","","","Thert_01048.p01"
"Thert_01065","","collagen triple helix repeat protein","1","1","1","","","","","","995","995","995","","","","","Thert_01065.p01"
"Thert_01099","","uncharacterized protein","1","1","1","","","","","","131","131","131","","","","","Thert_01099.p01"
"Thert_01100","","transaldolase","1","1","1","","","","","","671","671","671","","","","","Thert_01100.p01"
"Thert_01101","","PTS sorbitol transporter subunit IIA","1","1","1","","","","","","362","362","362","","","","","Thert_01101.p01"
"Thert_01102","","PTS sorbitol transporter subunit IIB","1","1","1","","","","","","1004","1004","1004","","","","","Thert_01102.p01"
"Thert_01103","","PTS system glucitol sorbitol-specific transporter subunit IIC","1","1","1","","","","","","545","545","545","","","","","Thert_01103.p01"
"Thert_01104","","glucitol operon activator","1","1","1","","","","","","377","377","377","","","","","Thert_01104.p01"
"Thert_01105","","glucitol operon regulator","1","1","1","","","","","","959","959","959","","","","","Thert_01105.p01"
"Thert_01106","","sorbitol-6-phosphate 2-dehydrogenase","1","1","1","","","","","","824","824","824","","","","","Thert_01106.p01"
"Thert_01152","","DNA polymerase III subunit beta","1","1","1","","","","","","350","350","350","","","","","Thert_01152.p01"
"Thert_01155","","transposase","1","1","1","","","","","","533","533","533","","","","","Thert_01155.p01"
"Thert_01158","","S-layer protein","1","1","1","","","","","","2432","2432","2432","","","","","Thert_01158.p01"
"Thert_01159","","hypothetical protein","1","1","1","","","","","","116","116","116","","","","","Thert_01159.p01"
"Thert_01160","","hypothetical protein","1","1","1","","","","","","1538","1538","1538","","","","","Thert_01160.p01"
"Thert_01161","","polysaccharide deacetylase","1","1","1","","","","","","860","860","860","","","","","Thert_01161.p01"
"Thert_01163","","acyltransferase 3","1","1","1","","","","","","1040","1040","1040","","","","","Thert_01163.p01"
"Thert_01186","","peptidase 1","1","1","1","","","","","","917","917","917","","","","","Thert_01186.p01"
"Thert_01188","","hypothetical protein","1","1","1","","","","","","122","122","122","","","","","Thert_01188.p01"
"Thert_01189","","pyruvate flavodoxin/ferredoxin oxidoreductase domain protein","1","1","1","","","","","","1538","1538","1538","","","","","Thert_01189.p01"
"Thert_01206","","uncharacterized protein","1","1","1","","","","","","125","125","125","","","","","Thert_01206.p01"
"Thert_01247","","endo-1,4-beta-xylanase/cellulose-binding protein/Cell wall surface anchor family protein","1","1","1","","","","","","674","674","674","","","","","Thert_01247.p01"
"Thert_01248","","membrane protein","1","1","1","","","","","","1142","1142","1142","","","","","Thert_01248.p01"
"Thert_01249","","transcriptional family","1","1","1","","","","","","713","713","713","","","","","Thert_01249.p01"
"Thert_01250","","hypothetical protein","1","1","1","","","","","","665","665","665","","","","","Thert_01250.p01"
"Thert_01251","","multidrug ABC transporter ATP-binding protein","1","1","1","","","","","","656","656","656","","","","","Thert_01251.p01"
"Thert_01253","","membrane protein","1","1","1","","","","","","722","722","722","","","","","Thert_01253.p01"
"Thert_01254","","NADH dehydrogenase subunit 1","1","1","1","","","","","","542","542","542","","","","","Thert_01254.p01"
"Thert_01255","","hypothetical protein","1","1","1","","","","","","836","836","836","","","","","Thert_01255.p01"
"Thert_01256","","hypothetical protein","1","1","1","","","","","","398","398","398","","","","","Thert_01256.p01"
"Thert_01257","","surface antigen -like protein","1","1","1","","","","","","116","116","116","","","","","Thert_01257.p01"
"Thert_01263","","hypothetical protein","1","1","1","","","","","","716","716","716","","","","","Thert_01263.p01"
"Thert_01265","","diguanylate cyclase","1","1","1","","","","","","623","623","623","","","","","Thert_01265.p01"
"Thert_01284","","two component transcriptional regulator, winged helix family","1","1","1","","","","","","116","116","116","","","","","Thert_01284.p01"
"Thert_01289","","glycosyl transferase","1","1","1","","","","","","146","146","146","","","","","Thert_01289.p01"
"Thert_01292","","diguanylate cyclase","1","1","1","","","","","","1838","1838","1838","","","","","Thert_01292.p01"
"Thert_01294","","integrase catalytic region","1","1","1","","","","","","242","242","242","","","","","Thert_01294.p01"
"Thert_01296","","uncharacterized protein","1","1","1","","","","","","125","125","125","","","","","Thert_01296.p01"
"Thert_01297","","atpase AAA","1","1","1","","","","","","149","149","149","","","","","Thert_01297.p01"
"Thert_01299","","uncharacterized protein","1","1","1","","","","","","149","149","149","","","","","Thert_01299.p01"
"Thert_01300","","transposase","1","1","1","","","","","","833","833","833","","","","","Thert_01300.p01"
"Thert_01301","","fimbrial assembly protein","1","1","1","","","","","","704","704","704","","","","","Thert_01301.p01"
"Thert_01302","","mitochondrial outer membrane protein IML2","1","1","1","","","","","","374","374","374","","","","","Thert_01302.p01"
"Thert_01306","","DNA primase","1","1","1","","","","","","632","632","632","","","","","Thert_01306.p01"
"Thert_01308","","hypothetical protein","1","1","1","","","","","","1397","1397","1397","","","","","Thert_01308.p01"
"Thert_01309","","hypothetical protein","1","1","1","","","","","","266","266","266","","","","","Thert_01309.p01"
"Thert_01310","","glycosyltransferase, group 1 family protein/cell adhesion","1","1","1","","","","","","284","284","284","","","","","Thert_01310.p01"
"Thert_01311","","hypothetical protein","1","1","1","","","","","","116","116","116","","","","","Thert_01311.p01"
"Thert_01313","","2-phosphosulfolactate phosphatase","1","1","1","","","","","","719","719","719","","","","","Thert_01313.p01"
"Thert_01314","","hypothetical protein","1","1","1","","","","","","554","554","554","","","","","Thert_01314.p01"
"Thert_01315","","TIM-barrel signal transduction protein","1","1","1","","","","","","830","830","830","","","","","Thert_01315.p01"
"Thert_01316","","uncharacterized conserved protein UCP033271","1","1","1","","","","","","1226","1226","1226","","","","","Thert_01316.p01"
"Thert_01317","","RNA polymerase subunit sigma-54","1","1","1","","","","","","1850","1850","1850","","","","","Thert_01317.p01"
"Thert_01318","","LtrC-like protein","1","1","1","","","","","","317","317","317","","","","","Thert_01318.p01"
"Thert_01320","","tetratricopeptide TPR_2 repeat protein","1","1","1","","","","","","977","977","977","","","","","Thert_01320.p01"
"Thert_01321","","type I restriction-modification, specificity subunit S","1","1","1","","","","","","1286","1286","1286","","","","","Thert_01321.p01"
"Thert_01322","","type I restriction-modification system methyltransferase subunit","1","1","1","","","","","","1442","1442","1442","","","","","Thert_01322.p01"
"Thert_01323","","restriction endonuclease","1","1","1","","","","","","2375","2375","2375","","","","","Thert_01323.p01"
"Thert_01324","","uncharacterized protein","1","1","1","","","","","","668","668","668","","","","","Thert_01324.p01"
"Thert_01325","","hypothetical protein","1","1","1","","","","","","506","506","506","","","","","Thert_01325.p01"
"Thert_01326","","DNA binding domain excisionase family","1","1","1","","","","","","164","164","164","","","","","Thert_01326.p01"
"Thert_01327","","integrase family protein","1","1","1","","","","","","1196","1196","1196","","","","","Thert_01327.p01"
"Thert_01398","","acetolactate large biosynthetic type","1","1","1","","","","","","1655","1655","1655","","","","","Thert_01398.p01"
"Thert_01772","","transposase IS4 family protein","1","1","1","","","","","","884","884","884","","","","","Thert_01772.p01"
"Thert_02414","","spermine synthase","1","1","1","","","","","","815","815","815","","","","","Thert_02414.p01"
"Thert_01415","","ParB-like nuclease domain protein","1","1","1","","","","","","164","164","164","","","","","Thert_01415.p01"
"Thert_01419","","transposase","1","1","1","","","","","","122","122","122","","","","","Thert_01419.p01"
"Thert_01423","","transposase","1","1","1","","","","","","506","506","506","","","","","Thert_01423.p01"
"Thert_01428","","uncharacterized protein","1","1","1","","","","","","242","242","242","","","","","Thert_01428.p01"
"Thert_01430","","hypothetical protein","1","1","1","","","","","","266","266","266","","","","","Thert_01430.p01"
"Thert_01431","","DNA primase","1","1","1","","","","","","1886","1886","1886","","","","","Thert_01431.p01"
"Thert_01432","","DNA primase","1","1","1","","","","","","647","647","647","","","","","Thert_01432.p01"
"Thert_01435","","peptidase M23","1","1","1","","","","","","1196","1196","1196","","","","","Thert_01435.p01"
"Thert_01437","","integrase family protein","1","1","1","","","","","","1130","1130","1130","","","","","Thert_01437.p01"
"Thert_01468","","fumarate hydratase","1","1","1","","","","","","557","557","557","","","","","Thert_01468.p01"
"Thert_01495","","uncharacterized protein","1","1","1","","","","","","146","146","146","","","","","Thert_01495.p01"
"Thert_01506","","transposase IS116/IS110/IS902 family protein","1","1","1","","","","","","287","287","287","","","","","Thert_01506.p01"
"iamA","","isoamylase","1","1","1","","","","","","419","419","419","","","","","Thert_01507.p01"
"Thert_01519","","3D domain protein","1","1","1","","","","","","1007","1007","1007","","","","","Thert_01519.p01"
"Thert_01530","","NADH dehydrogenase subunit 4","1","1","1","","","","","","119","119","119","","","","","Thert_01530.p01"
"Thert_01538","","formate hydrogenlyase","1","1","1","","","","","","356","356","356","","","","","Thert_01538.p01"
"Thert_01544","","hydrogenase expression formation protein","1","1","1","","","","","","989","989","989","","","","","Thert_01544.p01"
"Thert_01548","","DEAD/DEAH box helicase domain protein","1","1","1","","","","","","1559","1559","1559","","","","","Thert_01548.p01"
"Thert_01550","","transposase","1","1","1","","","","","","1187","1187","1187","","","","","Thert_01550.p01"
"Thert_01562","","uncharacterized protein","1","1","1","","","","","","134","134","134","","","","","Thert_01562.p01"
"Thert_01565","","hypothetical protein","1","1","1","","","","","","1256","1256","1256","","","","","Thert_01565.p01"
"Thert_01567","","hypothetical protein","1","1","1","","","","","","371","371","371","","","","","Thert_01567.p01"
"Thert_01569","","membrane protein","1","1","1","","","","","","311","311","311","","","","","Thert_01569.p01"
"Thert_01573","","CRISPR-associated helicase Cas3","1","1","1","","","","","","1055","1055","1055","","","","","Thert_01573.p01"
"Thert_01579","","diguanylate cyclase","1","1","1","","","","","","116","116","116","","","","","Thert_01579.p01"
"Thert_01583","","integral membrane protein involved in cell shape determination","1","1","1","","","","","","683","683","683","","","","","Thert_01583.p01"
"Thert_01584","","cytoplasmic protein","1","1","1","","","","","","755","755","755","","","","","Thert_01584.p01"
"Thert_01600","","hypothetical protein","1","1","1","","","","","","668","668","668","","","","","Thert_01600.p01"
"Thert_01607","","4-diphosphocytidyl-2C-methyl-D-erythritol kinase","1","1","1","","","","","","338","338","338","","","","","Thert_01607.p01"
"Thert_01652","","hypothetical protein","1","1","1","","","","","","134","134","134","","","","","Thert_01652.p01"
"Thert_01653","","propeptide amd peptidase M4","1","1","1","","","","","","335","335","335","","","","","Thert_01653.p01"
"Thert_01654","","membrane protein","1","1","1","","","","","","500","500","500","","","","","Thert_01654.p01"
"Thert_01655","","hypothetical protein","1","1","1","","","","","","137","137","137","","","","","Thert_01655.p01"
"Thert_01656","","N-acetyl-gamma-glutamyl-phosphate reductase","1","1","1","","","","","","1034","1034","1034","","","","","Thert_01656.p01"
"Thert_01678","","major facilitator superfamily MFS_1","1","1","1","","","","","","1268","1268","1268","","","","","Thert_01678.p01"
"Thert_01690","","spore cortex biosynthesis protein","1","1","1","","","","","","476","476","476","","","","","Thert_01690.p01"
"Thert_01695","","recombinase","1","1","1","","","","","","857","857","857","","","","","Thert_01695.p01"
"Thert_01696","","recombinase","1","1","1","","","","","","644","644","644","","","","","Thert_01696.p01"
"Thert_01697","","phospholipase D family protein","1","1","1","","","","","","284","284","284","","","","","Thert_01697.p01"
"Thert_01701","","Beta/gamma crystallin","1","1","1","","","","","","281","281","281","","","","","Thert_01701.p01"
"Thert_01705","","helix-turn-helix family protein","1","1","1","","","","","","380","380","380","","","","","Thert_01705.p01"
"Thert_01706","","peptidase","1","1","1","","","","","","218","218","218","","","","","Thert_01706.p01"
"Thert_01707","","hypothetical protein","1","1","1","","","","","","128","128","128","","","","","Thert_01707.p01"
"Thert_01708","","terminase","1","1","1","","","","","","515","515","515","","","","","Thert_01708.p01"
"Thert_01710","","mannitol-1-phosphate 5-dehydrogenase","1","1","1","","","","","","1175","1175","1175","","","","","Thert_01710.p01"
"Thert_01711","","PTS mannitol-specific IIC component","1","1","1","","","","","","1409","1409","1409","","","","","Thert_01711.p01"
"Thert_01713","","Transposase IS116/IS110/IS902 family protein","1","1","1","","","","","","458","458","458","","","","","Thert_01713.p01"
"Thert_01719","","hypothetical protein","1","1","1","","","","","","572","572","572","","","","","Thert_01719.p01"
"Thert_02070","","hypothetical protein","1","1","1","","","","","","572","572","572","","","","","Thert_02070.p01"
"Thert_01723","","transposase IS4 family protein","1","1","1","","","","","","776","776","776","","","","","Thert_01723.p01"
"Thert_01731","","transposase IS4 family protein","1","1","1","","","","","","776","776","776","","","","","Thert_01731.p01"
"Thert_01725","","DeoR family transcriptional regulator","1","1","1","","","","","","773","773","773","","","","","Thert_01725.p01"
"gpi","","glucose-6-phosphate isomerase","1","1","1","","","","","","788","788","788","","","","","Thert_01726.p01"
"Thert_01727","","allulose-6-phosphate 3-epimerase","1","1","1","","","","","","677","677","677","","","","","Thert_01727.p01"
"Thert_01728","","PTS mannitol transporter subunit IIA","1","1","1","","","","","","440","440","440","","","","","Thert_01728.p01"
"Thert_01729","","6-phosphofructokinase","1","1","1","","","","","","350","350","350","","","","","Thert_01729.p01"
"Thert_01730","","6-phosphofructokinase","1","1","1","","","","","","455","455","455","","","","","Thert_01730.p01"
"Thert_01733","","fructose-6-phosphate aldolase","1","1","1","","","","","","125","125","125","","","","","Thert_01733.p01"
"Thert_01735","","transketolase","1","1","1","","","","","","821","821","821","","","","","Thert_01735.p01"
"Thert_01740","","ribose 5-phosphate isomerase","1","1","1","","","","","","452","452","452","","","","","Thert_01740.p01"
"Thert_01743","","Alpha/beta superfamily hydrolase","1","1","1","","","","","","359","359","359","","","","","Thert_01743.p01"
"Thert_01744","","Alpha/beta superfamily hydrolase","1","1","1","","","","","","449","449","449","","","","","Thert_01744.p01"
"Thert_01745","","ADP-ribosylation/crystallin J1","1","1","1","","","","","","929","929","929","","","","","Thert_01745.p01"
"Thert_01746","","uncharacterized protein","1","1","1","","","","","","1121","1121","1121","","","","","Thert_01746.p01"
"cbhA","","putative cellobiohydrolase","1","1","1","","","","","","533","533","533","","","","","Thert_01747.p01"
"Thert_01748","","integrase catalytic region","1","1","1","","","","","","677","677","677","","","","","Thert_01748.p01"
"Thert_01749","","integrase catalytic region","1","1","1","","","","","","518","518","518","","","","","Thert_01749.p01"
"Thert_01751","","uncharacterized protein","1","1","1","","","","","","476","476","476","","","","","Thert_01751.p01"
"Thert_01752","","uncharacterized protein","1","1","1","","","","","","266","266","266","","","","","Thert_01752.p01"
"Thert_01753","","endopeptidase Clp ATP-binding chain A","1","1","1","","","","","","254","254","254","","","","","Thert_01753.p01"
"Thert_01755","","uncharacterized protein","1","1","1","","","","","","203","203","203","","","","","Thert_01755.p01"
"Thert_01756","","hypothetical protein","1","1","1","","","","","","713","713","713","","","","","Thert_01756.p01"
"Thert_01757","","DNA primase","1","1","1","","","","","","764","764","764","","","","","Thert_01757.p01"
"Thert_01758","","lipase","1","1","1","","","","","","827","827","827","","","","","Thert_01758.p01"
"Thert_01759","","transposase","1","1","1","","","","","","185","185","185","","","","","Thert_01759.p01"
"Thert_01760","","hypothetical protein","1","1","1","","","","","","230","230","230","","","","","Thert_01760.p01"
"Thert_01763","","zinc chelation protein","1","1","1","","","","","","290","290","290","","","","","Thert_01763.p01"
"Thert_01765","","ferredoxin","1","1","1","","","","","","134","134","134","","","","","Thert_01765.p01"
"Thert_01766","","antitoxin","1","1","1","","","","","","257","257","257","","","","","Thert_01766.p01"
"Thert_01767","","XK-related protein","1","1","1","","","","","","206","206","206","","","","","Thert_01767.p01"
"Thert_01768","","transposase","1","1","1","","","","","","125","125","125","","","","","Thert_01768.p01"
"Thert_01769","","CenpB-type DNA-binding domain","1","1","1","","","","","","161","161","161","","","","","Thert_01769.p01"
"Thert_01770","","insertion element IS1223","1","1","1","","","","","","134","134","134","","","","","Thert_01770.p01"
"Thert_01773","","zinc chelation protein","1","1","1","","","","","","1061","1061","1061","","","","","Thert_01773.p01"
"Thert_01777","","Phage holin, LL-H family","1","1","1","","","","","","335","335","335","","","","","Thert_01777.p01"
"Thert_01778","","uracil transporter","1","1","1","","","","","","1277","1277","1277","","","","","Thert_01778.p01"
"Thert_01779","","protein O-mannosyltransferase 1","1","1","1","","","","","","122","122","122","","","","","Thert_01779.p01"
"Thert_01781","","ABC transporter","1","1","1","","","","","","257","257","257","","","","","Thert_01781.p01"
"Thert_01792","","putative transmembrane anti-sigma factor","1","1","1","","","","","","926","926","926","","","","","Thert_01792.p01"
"Thert_01796","","anti-sigma factor","1","1","1","","","","","","1142","1142","1142","","","","","Thert_01796.p01"
"Thert_01798","","uncharacterized protein","1","1","1","","","","","","161","161","161","","","","","Thert_01798.p01"
"Thert_01799","","nucleoside triphosphate hydrolase","1","1","1","","","","","","728","728","728","","","","","Thert_01799.p01"
"Thert_01849","","His Kinase A domain protein","1","1","1","","","","","","116","116","116","","","","","Thert_01849.p01"
"Thert_01852","","transcription antiterminator","1","1","1","","","","","","1964","1964","1964","","","","","Thert_01852.p01"
"Thert_01853","","PTS IIA-like nitrogen-regulatory protein","1","1","1","","","","","","449","449","449","","","","","Thert_01853.p01"
"Thert_01855","","PTS fructose transporter subunit IIB","1","1","1","","","","","","314","314","314","","","","","Thert_01855.p01"
"Thert_02413","","spermine synthase","1","1","1","","","","","","644","644","644","","","","","Thert_02413.p01"
"Thert_01956","","dihydrodipicolinate synthetase","1","1","1","","","","","","905","905","905","","","","","Thert_01956.p01"
"Thert_01958","","2-hydroxyacid dehydrogenase","1","1","1","","","","","","974","974","974","","","","","Thert_01958.p01"
