"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"ECONIH1_25320","","hypothetical protein","1","1","1","","","","","","299","299","299","","","","","","","ECONIH1_25320.p01","","",""
"ECONIH1_16525","","formate dehydrogenase","1","1","1","","","","","","176","176","176","","","","","","","ECONIH1_16525.p01","","",""
"ECONIH1_16635","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","ECONIH1_16635.p01","","",""
"ECONIH1_16775","","hypothetical protein","1","1","1","","","","","","215","215","215","","","","","","","ECONIH1_16775.p01","","",""
"ECONIH1_16780","","FMN-dependent NADH-azoreductase","1","1","1","","","","","","629","629","629","","","","","","","ECONIH1_16780.p01","","",""
"ECONIH1_16785","","hypothetical protein","1","1","1","","","","","","260","260","260","","","","","","","ECONIH1_16785.p01","","",""
"ECONIH1_17045","","hypothetical protein","1","1","1","","","","","","140","140","140","","","","","","","ECONIH1_17045.p01","","",""
"ECONIH1_17115","","transposase","1","1","1","","","","","","194","194","194","","","","","","","ECONIH1_17115.p01","","",""
"ECONIH1_17120","","transcriptional regulator","1","1","1","","","","","","500","500","500","","","","","","","ECONIH1_17120.p01","","",""
"ECONIH1_17140","","arginine:agmatine antiporter","1","1","1","","","","","","1403","1403","1403","","","","","","","ECONIH1_17140.p01","","",""
"ECONIH1_17145","","arginine decarboxylase","1","1","1","","","","","","2369","2369","2369","","","","","","","ECONIH1_17145.p01","","",""
"ECONIH1_17150","","arginine:agmatine antiporter","1","1","1","","","","","","1469","1469","1469","","","","","","","ECONIH1_17150.p01","","",""
"ECONIH1_17160","","transposase","1","1","1","","","","","","164","164","164","","","","","","","ECONIH1_17160.p01","","",""
"ECONIH1_17180","","transposase","1","1","1","","","","","","386","386","386","","","","","","","ECONIH1_17180.p01","","",""
"ECONIH1_17200","","DNA helicase UvrD","1","1","1","","","","","","1745","1745","1745","","","","","","","ECONIH1_17200.p01","","",""
"RR31_15670","","transposase","1","1","1","","","","","","503","503","503","","","","","","","","","","RR31_15670.p01"
"ECONIH1_17210","","hypothetical protein","1","1","1","","","","","","233","233","233","","","","","","","ECONIH1_17210.p01","","",""
"ECONIH1_17220","","alcohol dehydrogenase","1","1","1","","","","","","1118","1118","1118","","","","","","","ECONIH1_17220.p01","","",""
"ECONIH1_17225","","phosphate propanoyltransferase","1","1","1","","","","","","686","686","686","","","","","","","ECONIH1_17225.p01","","",""
"ECONIH1_17230","","ethanolamine utilization protein EutJ","1","1","1","","","","","","758","758","758","","","","","","","ECONIH1_17230.p01","","",""
"ECONIH1_17235","","hypothetical protein","1","1","1","","","","","","704","704","704","","","","","","","ECONIH1_17235.p01","","",""
"ECONIH1_17240","","ethanolamine utilization protein EutN","1","1","1","","","","","","269","269","269","","","","","","","ECONIH1_17240.p01","","",""
"ECONIH1_17245","","hypothetical protein","1","1","1","","","","","","497","497","497","","","","","","","ECONIH1_17245.p01","","",""
"ECONIH1_17250","","propionate kinase","1","1","1","","","","","","1196","1196","1196","","","","","","","ECONIH1_17250.p01","","",""
"ECONIH1_17255","","carboxysome structural protein EutM","1","1","1","","","","","","281","281","281","","","","","","","ECONIH1_17255.p01","","",""
"ECONIH1_17260","","propanediol utilization protein","1","1","1","","","","","","785","785","785","","","","","","","ECONIH1_17260.p01","","",""
"ECONIH1_17265","","aldehyde dehydrogenase","1","1","1","","","","","","1517","1517","1517","","","","","","","ECONIH1_17265.p01","","",""
"ECONIH1_17270","","hypothetical protein","1","1","1","","","","","","299","299","299","","","","","","","ECONIH1_17270.p01","","",""
"ECONIH1_17275","","glutamine amidotransferase","1","1","1","","","","","","575","575","575","","","","","","","ECONIH1_17275.p01","","",""
"ECONIH1_17280","","pyruvate formate-lyase","1","1","1","","","","","","2552","2552","2552","","","","","","","ECONIH1_17280.p01","","",""
"ECONIH1_17285","","radical SAM protein","1","1","1","","","","","","917","917","917","","","","","","","ECONIH1_17285.p01","","",""
"ECONIH1_17290","","permease","1","1","1","","","","","","905","905","905","","","","","","","ECONIH1_17290.p01","","",""
"ECONIH1_17295","","maturase","1","1","1","","","","","","539","539","539","","","","","","","ECONIH1_17295.p01","","",""
"ECONIH1_17305","","hypothetical protein","1","1","1","","","","","","179","179","179","","","","","","","ECONIH1_17305.p01","","",""
"ECONIH1_17310","","ATPase","1","1","1","","","","","","1229","1229","1229","","","","","","","ECONIH1_17310.p01","","",""
"ECONIH1_17315","","chemotaxis protein CheY","1","1","1","","","","","","1055","1055","1055","","","","","","","ECONIH1_17315.p01","","",""
"ECONIH1_17320","","S-adenosylmethionine synthetase","1","1","1","","","","","","1151","1151","1151","","","","","","","ECONIH1_17320.p01","","",""
"ECONIH1_17325","","hypothetical protein","1","1","1","","","","","","545","545","545","","","","","","","ECONIH1_17325.p01","","",""
"ECONIH1_17340","","transposase","1","1","1","","","","","","290","290","290","","","","","","","ECONIH1_17340.p01","","",""
"ECONIH1_17345","","membrane protein","1","1","1","","","","","","125","125","125","","","","","","","ECONIH1_17345.p01","","",""
"ECONIH1_17350","","transcriptional regulator","1","1","1","","","","","","233","233","233","","","","","","","ECONIH1_17350.p01","","",""
"ECONIH1_17355","","hypothetical protein","1","1","1","","","","","","575","575","575","","","","","","","ECONIH1_17355.p01","","",""
"ECONIH1_17360","","hypothetical protein","1","1","1","","","","","","566","566","566","","","","","","","ECONIH1_17360.p01","","",""
"ECONIH1_17365","","kinase","1","1","1","","","","","","1094","1094","1094","","","","","","","ECONIH1_17365.p01","","",""
"ECONIH1_17370","","nucleoside permease","1","1","1","","","","","","1250","1250","1250","","","","","","","ECONIH1_17370.p01","","",""
"ECONIH1_17375","","pseudouridine-5'-phosphate glycosidase","1","1","1","","","","","","935","935","935","","","","","","","ECONIH1_17375.p01","","",""
"ECONIH1_17380","","pseudouridine kinase","1","1","1","","","","","","935","935","935","","","","","","","ECONIH1_17380.p01","","",""
"ECONIH1_17385","","UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase","1","1","1","","","","","","452","452","452","","","","","","","ECONIH1_17385.p01","","",""
"ECONIH1_17390","","hypothetical protein","1","1","1","","","","","","185","185","185","","","","","","","ECONIH1_17390.p01","","",""
"ECONIH1_17395","","transposase","1","1","1","","","","","","731","731","731","","","","","","","ECONIH1_17395.p01","","",""
"ECONIH1_17400","","DNA-binding protein","1","1","1","","","","","","530","530","530","","","","","","","ECONIH1_17400.p01","","",""
"ECONIH1_17405","","hypothetical protein","1","1","1","","","","","","152","152","152","","","","","","","ECONIH1_17405.p01","","",""
"ECONIH1_17410","","hypothetical protein","1","1","1","","","","","","1223","1223","1223","","","","","","","ECONIH1_17410.p01","","",""
"ECONIH1_17415","","GTPase","1","1","1","","","","","","884","884","884","","","","","","","ECONIH1_17415.p01","","",""
"ECONIH1_17420","","hypothetical protein","1","1","1","","","","","","155","155","155","","","","","","","ECONIH1_17420.p01","","",""
"ECONIH1_17425","","transcriptional regulator","1","1","1","","","","","","680","680","680","","","","","","","ECONIH1_17425.p01","","",""
"CF60_09770","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","CF60_09770.p01","","","",""
"ECONIH1_17430","","membrane protein","1","1","1","","","","","","677","677","677","","","","","","","ECONIH1_17430.p01","","",""
"ECONIH1_17435","","hypothetical protein","1","1","1","","","","","","233","233","233","","","","","","","ECONIH1_17435.p01","","",""
"ECONIH1_17440","","hypothetical protein","1","1","1","","","","","","818","818","818","","","","","","","ECONIH1_17440.p01","","",""
"ECONIH1_17445","","phage antirestriction protein","1","1","1","","","","","","479","479","479","","","","","","","ECONIH1_17445.p01","","",""
"ECONIH1_17490","","transposase","1","1","1","","","","","","155","155","155","","","","","","","ECONIH1_17490.p01","","",""
"ECONIH1_17525","","glycosyl transferase family 2","1","1","1","","","","","","1340","1340","1340","","","","","","","ECONIH1_17525.p01","","",""
"ECONIH1_17530","","UDP-glucose 6-dehydrogenase","1","1","1","","","","","","1169","1169","1169","","","","","","","ECONIH1_17530.p01","","",""
"ECONIH1_17535","","hypothetical protein","1","1","1","","","","","","1127","1127","1127","","","","","","","ECONIH1_17535.p01","","",""
"ECONIH1_17540","","acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase","1","1","1","","","","","","2072","2072","2072","","","","","","","ECONIH1_17540.p01","","",""
"ECONIH1_17545","","hypothetical protein","1","1","1","","","","","","1754","1754","1754","","","","","","","ECONIH1_17545.p01","","",""
"ECONIH1_17550","","UDP-glucose 4-epimerase","1","1","1","","","","","","1025","1025","1025","","","","","","","ECONIH1_17550.p01","","",""
"ECONIH1_17565","","ABC transporter ATP-binding protein","1","1","1","","","","","","668","668","668","","","","","","","ECONIH1_17565.p01","","",""
"ECONIH1_17570","","polysialic acid transporter","1","1","1","","","","","","776","776","776","","","","","","","ECONIH1_17570.p01","","",""
"ECONIH1_17835","","L-glyceraldehyde 3-phosphate reductase","1","1","1","","","","","","1022","1022","1022","","","","","","","ECONIH1_17835.p01","","",""
"ECONIH1_17905","","hypothetical protein","1","1","1","","","","","","917","917","917","","","","","","","ECONIH1_17905.p01","","",""
"ECONIH1_17910","","hypothetical protein","1","1","1","","","","","","347","347","347","","","","","","","ECONIH1_17910.p01","","",""
"ECONIH1_17920","","GntR family transcriptional regulator","1","1","1","","","","","","749","749","749","","","","","","","ECONIH1_17920.p01","","",""
"ECONIH1_17925","","D-mannonate oxidoreductase","1","1","1","","","","","","1472","1472","1472","","","","","","","ECONIH1_17925.p01","","",""
"ECONIH1_17930","","galactonate oxidoreductase","1","1","1","","","","","","1016","1016","1016","","","","","","","ECONIH1_17930.p01","","",""
"ECONIH1_17935","","ureidoglycolate dehydrogenase","1","1","1","","","","","","1010","1010","1010","","","","","","","ECONIH1_17935.p01","","",""
"ECONIH1_17940","","C4-dicarboxylate ABC transporter substrate-binding protein","1","1","1","","","","","","983","983","983","","","","","","","ECONIH1_17940.p01","","",""
"ECONIH1_17945","","C4-dicarboxylate ABC transporter permease","1","1","1","","","","","","482","482","482","","","","","","","ECONIH1_17945.p01","","",""
"ECONIH1_17950","","hypothetical protein","1","1","1","","","","","","1304","1304","1304","","","","","","","ECONIH1_17950.p01","","",""
"ECONIH1_18365","","pilus assembly protein CblD","1","1","1","","","","","","1094","1094","1094","","","","","","","ECONIH1_18365.p01","","",""
"ECONIH1_18380","","fimbrial protein","1","1","1","","","","","","623","623","623","","","","","","","ECONIH1_18380.p01","","",""
"ECONIH1_18705","","hypothetical protein","1","1","1","","","","","","137","137","137","","","","","","","ECONIH1_18705.p01","","",""
"ECONIH1_19140","","hypothetical protein","1","1","1","","","","","","830","830","830","","","","","","","ECONIH1_19140.p01","","",""
"ECONIH1_19165","","hypothetical protein","1","1","1","","","","","","1046","1046","1046","","","","","","","ECONIH1_19165.p01","","",""
"ECONIH1_19170","","sugar kinase","1","1","1","","","","","","962","962","962","","","","","","","ECONIH1_19170.p01","","",""
"ECONIH1_19175","","sugar ABC transporter permease","1","1","1","","","","","","989","989","989","","","","","","","ECONIH1_19175.p01","","",""
"ECONIH1_19180","","D-ribose transporter ATP-binding protein","1","1","1","","","","","","1499","1499","1499","","","","","","","ECONIH1_19180.p01","","",""
"ECONIH1_19185","","sugar ABC transporter","1","1","1","","","","","","890","890","890","","","","","","","ECONIH1_19185.p01","","",""
"group_4274","gatY","tagatose-bisphosphate aldolase","1","1","1","","","","","","854","854","854","","","","","","","ECONIH1_19190.p01","","",""
"ECONIH1_19195","","DeoR faimly transcriptional regulator","1","1","1","","","","","","815","815","815","","","","","","","ECONIH1_19195.p01","","",""
"ECONIH1_19200","","sugar kinase","1","1","1","","","","","","935","935","935","","","","","","","ECONIH1_19200.p01","","",""
"ECONIH1_19325","","hypothetical protein","1","1","1","","","","","","257","257","257","","","","","","","ECONIH1_19325.p01","","",""
"ECONIH1_19390","","hypothetical protein","1","1","1","","","","","","368","368","368","","","","","","","ECONIH1_19390.p01","","",""
"CF61_00740","","hypothetical protein","1","1","1","1","103","1","2135","","596","596","596","","","CF61_00740.p01","","","","","","",""
"ECONIH1_19810","","DNA utilization protein HofN","1","1","1","","","","","","539","539","539","","","","","","","ECONIH1_19810.p01","","",""
"ECONIH1_19985","","membrane protein","1","1","1","","","","","","599","599","599","","","","","","","ECONIH1_19985.p01","","",""
"ECONIH1_19990","","ABC transporter ATP-binding protein","1","1","1","","","","","","992","992","992","","","","","","","ECONIH1_19990.p01","","",""
"ECONIH1_19995","","phosphate ABC transporter substrate-binding protein","1","1","1","","","","","","1517","1517","1517","","","","","","","ECONIH1_19995.p01","","",""
"ECONIH1_20070","","hypothetical protein","1","1","1","","","","","","185","185","185","","","","","","","ECONIH1_20070.p01","","",""
"ECONIH1_20360","","hypothetical protein","1","1","1","","","","","","116","116","116","","","","","","","ECONIH1_20360.p01","","",""
"ECONIH1_20365","","hypothetical protein","1","1","1","","","","","","173","173","173","","","","","","","ECONIH1_20365.p01","","",""
"ECONIH1_20395","","hypothetical protein","1","1","1","","","","","","1223","1223","1223","","","","","","","ECONIH1_20395.p01","","",""
"ECONIH1_20420","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_20420.p01","","",""
"ECONIH1_20500","","transcriptional regulator","1","1","1","","","","","","824","824","824","","","","","","","ECONIH1_20500.p01","","",""
"ECONIH1_20620","","small toxic polypeptide ldrD","1","1","1","","","","","","167","167","167","","","","","","","ECONIH1_20620.p01","","",""
"ECONIH1_20625","","small toxic polypeptide ldrD","1","1","1","","","","","","167","167","167","","","","","","","ECONIH1_20625.p01","","",""
"ECONIH1_20670","","hypothetical protein","1","1","1","","","","","","143","143","143","","","","","","","ECONIH1_20670.p01","","",""
"ECONIH1_20845","","electron transporter","1","1","1","","","","","","473","473","473","","","","","","","ECONIH1_20845.p01","","",""
"ECONIH1_20990","","hypothetical protein","1","1","1","","","","","","443","443","443","","","","","","","ECONIH1_20990.p01","","",""
"RR31_24180","","transposase","1","1","1","","","","","","503","503","503","","","","","","","","","","RR31_24180.p01"
"ECONIH1_21000","","hypothetical protein","1","1","1","","","","","","185","185","185","","","","","","","ECONIH1_21000.p01","","",""
"ECONIH1_21050","","adhesin","1","1","1","","","","","","5252","5252","5252","","","","","","","ECONIH1_21050.p01","","",""
"ECONIH1_21245","","reverse transcriptase","1","1","1","","","","","","959","959","959","","","","","","","ECONIH1_21245.p01","","",""
"ECONIH1_21265","","integrase","1","1","1","","","","","","1259","1259","1259","","","","","","","ECONIH1_21265.p01","","",""
"ECONIH1_21270","","hypothetical protein","1","1","1","","","","","","965","965","965","","","","","","","ECONIH1_21270.p01","","",""
"ECONIH1_21275","","regulatory protein","1","1","1","","","","","","203","203","203","","","","","","","ECONIH1_21275.p01","","",""
"ECONIH1_21295","","ash family protein","1","1","1","","","","","","1028","1028","1028","","","","","","","ECONIH1_21295.p01","","",""
"ECONIH1_21330","","helicase","1","1","1","","","","","","2351","2351","2351","","","","","","","ECONIH1_21330.p01","","",""
"ECONIH1_21335","","hypothetical protein","1","1","1","","","","","","230","230","230","","","","","","","ECONIH1_21335.p01","","",""
"ECONIH1_21340","","hypothetical protein","1","1","1","","","","","","737","737","737","","","","","","","ECONIH1_21340.p01","","",""
"ECONIH1_21345","","hypothetical protein","1","1","1","","","","","","194","194","194","","","","","","","ECONIH1_21345.p01","","",""
"ECONIH1_21370","","injection protein","1","1","1","","","","","","2105","2105","2105","","","","","","","ECONIH1_21370.p01","","",""
"ECONIH1_21375","","hypothetical protein","1","1","1","","","","","","614","614","614","","","","","","","ECONIH1_21375.p01","","",""
"ECONIH1_21380","","hypothetical protein","1","1","1","","","","","","200","200","200","","","","","","","ECONIH1_21380.p01","","",""
"ECONIH1_21385","","prophage protein","1","1","1","","","","","","455","455","455","","","","","","","ECONIH1_21385.p01","","",""
"ECONIH1_21390","","transcriptional regulator","1","1","1","","","","","","287","287","287","","","","","","","ECONIH1_21390.p01","","",""
"ECONIH1_21395","","hypothetical protein","1","1","1","","","","","","764","764","764","","","","","","","ECONIH1_21395.p01","","",""
"ECONIH1_21455","","sugar isomerase","1","1","1","","","","","","680","680","680","","","","","","","ECONIH1_21455.p01","","",""
"ECONIH1_21460","","transcriptional regulator","1","1","1","","","","","","932","932","932","","","","","","","ECONIH1_21460.p01","","",""
"ECONIH1_21465","","hypothetical protein","1","1","1","","","","","","860","860","860","","","","","","","ECONIH1_21465.p01","","",""
"ECONIH1_21470","","aldolase","1","1","1","","","","","","851","851","851","","","","","","","ECONIH1_21470.p01","","",""
"ECONIH1_21475","","PTS fructose transporter subunit IIC","1","1","1","","","","","","1091","1091","1091","","","","","","","ECONIH1_21475.p01","","",""
"ECONIH1_21480","","PTS fructose transporter subunit IIB","1","1","1","","","","","","314","314","314","","","","","","","ECONIH1_21480.p01","","",""
"ECONIH1_21485","","FrvA","1","1","1","","","","","","470","470","470","","","","","","","ECONIH1_21485.p01","","",""
"ECONIH1_21490","","LicR","1","1","1","","","","","","1553","1553","1553","","","","","","","ECONIH1_21490.p01","","",""
"ECONIH1_21535","","hypothetical protein","1","1","1","","","","","","293","293","293","","","","","","","ECONIH1_21535.p01","","",""
"ECONIH1_21540","","hypothetical protein","1","1","1","","","","","","497","497","497","","","","","","","ECONIH1_21540.p01","","",""
"ECONIH1_21545","","type III cell invasion protein SipB","1","1","1","","","","","","1781","1781","1781","","","","","","","ECONIH1_21545.p01","","",""
"ECONIH1_21550","","hypothetical protein","1","1","1","","","","","","1151","1151","1151","","","","","","","ECONIH1_21550.p01","","",""
"ECONIH1_21555","","type III effector","1","1","1","","","","","","1349","1349","1349","","","","","","","ECONIH1_21555.p01","","",""
"ECONIH1_21560","","invasion protein","1","1","1","","","","","","1697","1697","1697","","","","","","","ECONIH1_21560.p01","","",""
"ECONIH1_21565","","hypothetical protein","1","1","1","","","","","","10547","10547","10547","","","","","","","ECONIH1_21565.p01","","",""
"ECONIH1_21575","","hypothetical protein","1","1","1","","","","","","191","191","191","","","","","","","ECONIH1_21575.p01","","",""
"ECONIH1_21585","","DNA-binding protein","1","1","1","","","","","","323","323","323","","","","","","","ECONIH1_21585.p01","","",""
"ECONIH1_21630","","hypothetical protein","1","1","1","","","","","","1283","1283","1283","","","","","","","ECONIH1_21630.p01","","",""
"ECONIH1_21760","","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","1","1","1","","","","","","617","617","617","","","","","","","ECONIH1_21760.p01","","",""
"ECONIH1_21775","","hypothetical protein","1","1","1","","","","","","656","656","656","","","","","","","ECONIH1_21775.p01","","",""
"ECONIH1_21880","","type III effector","1","1","1","","","","","","2408","2408","2408","","","","","","","ECONIH1_21880.p01","","",""
"ECONIH1_21885","","type III effector protein","1","1","1","","","","","","1187","1187","1187","","","","","","","ECONIH1_21885.p01","","",""
"ECONIH1_21895","","hypothetical protein","1","1","1","","","","","","245","245","245","","","","","","","ECONIH1_21895.p01","","",""
"ECONIH1_21910","","hypothetical protein","1","1","1","","","","","","188","188","188","","","","","","","ECONIH1_21910.p01","","",""
"ECONIH1_22330","","hypothetical protein","1","1","1","","","","","","590","590","590","","","","","","","ECONIH1_22330.p01","","",""
"ECONIH1_22465","","hypothetical protein","1","1","1","","","","","","860","860","860","","","","","","","ECONIH1_22465.p01","","",""
"ECONIH1_22500","","LysR family transcriptional regulator","1","1","1","","","","","","896","896","896","","","","","","","ECONIH1_22500.p01","","",""
"ECONIH1_22505","","permease","1","1","1","","","","","","1223","1223","1223","","","","","","","ECONIH1_22505.p01","","",""
"ECONIH1_22510","","glutamyl-tRNA amidotransferase","1","1","1","","","","","","389","389","389","","","","","","","ECONIH1_22510.p01","","",""
"ECONIH1_22515","","carbamate kinase","1","1","1","","","","","","956","956","956","","","","","","","ECONIH1_22515.p01","","",""
"ECONIH1_22520","","hypothetical protein","1","1","1","","","","","","1424","1424","1424","","","","","","","ECONIH1_22520.p01","","",""
"ECONIH1_22525","","FdrA","1","1","1","","","","","","1559","1559","1559","","","","","","","ECONIH1_22525.p01","","",""
"ECONIH1_22530","","hypothetical protein","1","1","1","","","","","","860","860","860","","","","","","","ECONIH1_22530.p01","","",""
"ECONIH1_22535","","cysteine hydrolase","1","1","1","","","","","","668","668","668","","","","","","","ECONIH1_22535.p01","","",""
"ECONIH1_22540","","hypothetical protein","1","1","1","","","","","","95","95","95","","","","","","","ECONIH1_22540.p01","","",""
"ECONIH1_22555","","C4-dicarboxylate ABC transporter permease","1","1","1","","","","","","1490","1490","1490","","","","","","","ECONIH1_22555.p01","","",""
"ECONIH1_22560","","permease","1","1","1","","","","","","506","506","506","","","","","","","ECONIH1_22560.p01","","",""
"ECONIH1_22565","","ABC transporter substrate-binding protein","1","1","1","","","","","","944","944","944","","","","","","","ECONIH1_22565.p01","","",""
"ECONIH1_22570","","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","1","1","1","","","","","","629","629","629","","","","","","","ECONIH1_22570.p01","","",""
"ECONIH1_22575","","carbohydrate kinase","1","1","1","","","","","","1004","1004","1004","","","","","","","ECONIH1_22575.p01","","",""
"ECONIH1_22580","","transcriptional regulator","1","1","1","","","","","","767","767","767","","","","","","","ECONIH1_22580.p01","","",""
"ECONIH1_22785","","hydrolase","1","1","1","","","","","","695","695","695","","","","","","","ECONIH1_22785.p01","","",""
"ECONIH1_22790","","membrane protein","1","1","1","","","","","","857","857","857","","","","","","","ECONIH1_22790.p01","","",""
"ECONIH1_22795","","coproporphyrinogen III oxidase","1","1","1","","","","","","1238","1238","1238","","","","","","","ECONIH1_22795.p01","","",""
"ECONIH1_22800","","membrane protein","1","1","1","","","","","","872","872","872","","","","","","","ECONIH1_22800.p01","","",""
"ECONIH1_22805","","periplasmic protein","1","1","1","","","","","","986","986","986","","","","","","","ECONIH1_22805.p01","","",""
"ECONIH1_22810","","cytoplasmic protein","1","1","1","","","","","","845","845","845","","","","","","","ECONIH1_22810.p01","","",""
"group_4378","ompL","porin","1","1","1","","","","","","692","692","692","","","","","","","ECONIH1_22815.p01","","",""
"ECONIH1_23630","","shikimate dehydrogenase","1","1","1","","","","","","812","812","812","","","","","","","ECONIH1_23630.p01","","",""
"ECONIH1_23655","","PTS sorbose transporter subunit IIA","1","1","1","","","","","","407","407","407","","","","","","","ECONIH1_23655.p01","","",""
"ECONIH1_23690","","enoyl-CoA hydratase","1","1","1","","","","","","455","455","455","","","","","","","ECONIH1_23690.p01","","",""
"ECONIH1_23695","","tail protein","1","1","1","","","","","","707","707","707","","","","","","","ECONIH1_23695.p01","","",""
"ECONIH1_23700","","short-chain fatty acid transporter","1","1","1","","","","","","1610","1610","1610","","","","","","","ECONIH1_23700.p01","","",""
"ECONIH1_23705","","tail protein","1","1","1","","","","","","716","716","716","","","","","","","ECONIH1_23705.p01","","",""
"ECONIH1_23710","","baseplate protein","1","1","1","","","","","","977","977","977","","","","","","","ECONIH1_23710.p01","","",""
"ECONIH1_23715","","baseplate protein","1","1","1","","","","","","359","359","359","","","","","","","ECONIH1_23715.p01","","",""
"ECONIH1_23720","","baseplate protein","1","1","1","","","","","","701","701","701","","","","","","","ECONIH1_23720.p01","","",""
"ECONIH1_23725","","bacteriophage regulatory protein","1","1","1","","","","","","1040","1040","1040","","","","","","","ECONIH1_23725.p01","","",""
"ECONIH1_23730","","membrane protein","1","1","1","","","","","","209","209","209","","","","","","","ECONIH1_23730.p01","","",""
"ECONIH1_23735","","chemotaxis protein","1","1","1","","","","","","953","953","953","","","","","","","ECONIH1_23735.p01","","",""
"ECONIH1_23740","","tail protein","1","1","1","","","","","","2375","2375","2375","","","","","","","ECONIH1_23740.p01","","",""
"ECONIH1_23745","","mu-like prophage FluMu gp41 family protein","1","1","1","","","","","","317","317","317","","","","","","","ECONIH1_23745.p01","","",""
"ECONIH1_23750","","tail protein","1","1","1","","","","","","524","524","524","","","","","","","ECONIH1_23750.p01","","",""
"ECONIH1_23755","","tail protein","1","1","1","","","","","","1424","1424","1424","","","","","","","ECONIH1_23755.p01","","",""
"ECONIH1_23760","","hypothetical protein","1","1","1","","","","","","197","197","197","","","","","","","ECONIH1_23760.p01","","",""
"ECONIH1_23765","","hypothetical protein","1","1","1","","","","","","455","455","455","","","","","","","ECONIH1_23765.p01","","",""
"ECONIH1_23770","","membrane protein","1","1","1","","","","","","314","314","314","","","","","","","ECONIH1_23770.p01","","",""
"ECONIH1_23775","","lytic murein transglycosylase","1","1","1","","","","","","605","605","605","","","","","","","ECONIH1_23775.p01","","",""
"ECONIH1_23780","","membrane protein","1","1","1","","","","","","287","287","287","","","","","","","ECONIH1_23780.p01","","",""
"ECONIH1_23785","","DNA-binding protein","1","1","1","","","","","","347","347","347","","","","","","","ECONIH1_23785.p01","","",""
"ECONIH1_23825","","hypothetical protein","1","1","1","","","","","","113","113","113","","","","","","","ECONIH1_23825.p01","","",""
"ECONIH1_23850","","sugar ABC transporter","1","1","1","","","","","","95","95","95","","","","","","","ECONIH1_23850.p01","","",""
"ECONIH1_23870","","pentapeptide repeats family protein","1","1","1","","","","","","1580","1580","1580","","","","","","","ECONIH1_23870.p01","","",""
"ECONIH1_23905","","hypothetical protein","1","1","1","","","","","","209","209","209","","","","","","","ECONIH1_23905.p01","","",""
"ECONIH1_23915","","hypothetical protein","1","1","1","","","","","","1004","1004","1004","","","","","","","ECONIH1_23915.p01","","",""
"ECONIH1_23965","","hypothetical protein","1","1","1","","","","","","557","557","557","","","","","","","ECONIH1_23965.p01","","",""
"ECONIH1_23980","","hypothetical protein","1","1","1","","","","","","482","482","482","","","","","","","ECONIH1_23980.p01","","",""
"ECONIH1_24015","","hypothetical protein","1","1","1","","","","","","203","203","203","","","","","","","ECONIH1_24015.p01","","",""
"ECONIH1_24020","","holin","1","1","1","","","","","","335","335","335","","","","","","","ECONIH1_24020.p01","","",""
"ECONIH1_24030","","endopeptidase","1","1","1","","","","","","443","443","443","","","","","","","ECONIH1_24030.p01","","",""
"ECONIH1_24035","","hypothetical protein","1","1","1","","","","","","374","374","374","","","","","","","ECONIH1_24035.p01","","",""
"ECONIH1_24040","","hypothetical protein","1","1","1","","","","","","203","203","203","","","","","","","ECONIH1_24040.p01","","",""
"ECONIH1_24045","","endonuclease","1","1","1","","","","","","350","350","350","","","","","","","ECONIH1_24045.p01","","",""
"ECONIH1_24080","","bacteriophage protein","1","1","1","","","","","","188","188","188","","","","","","","ECONIH1_24080.p01","","",""
"ECONIH1_24085","","hypothetical protein","1","1","1","","","","","","305","305","305","","","","","","","ECONIH1_24085.p01","","",""
"ECONIH1_24090","","head-tail adaptor protein","1","1","1","","","","","","338","338","338","","","","","","","ECONIH1_24090.p01","","",""
"ECONIH1_24095","","HK97 gp10 family phage protein","1","1","1","","","","","","449","449","449","","","","","","","ECONIH1_24095.p01","","",""
"ECONIH1_24100","","hypothetical protein","1","1","1","","","","","","344","344","344","","","","","","","ECONIH1_24100.p01","","",""
"ECONIH1_24105","","tail protein","1","1","1","","","","","","704","704","704","","","","","","","ECONIH1_24105.p01","","",""
"ECONIH1_24110","","tail assembly protein","1","1","1","","","","","","371","371","371","","","","","","","ECONIH1_24110.p01","","",""
"ECONIH1_24115","","phage tail protein","1","1","1","","","","","","278","278","278","","","","","","","ECONIH1_24115.p01","","",""
"ECONIH1_24120","","membrane protein","1","1","1","","","","","","341","341","341","","","","","","","ECONIH1_24120.p01","","",""
"ECONIH1_24125","","lambda family phage tail tape measure protein","1","1","1","","","","","","3242","3242","3242","","","","","","","ECONIH1_24125.p01","","",""
